id,timestamp,selatan,timur,utara,barat,bawah,atas,co2_concentration,ch4_concentration,dht_temperature,dht_humidity,bmp_temperature,bmp_pressure,sht31_temperature,sht31_humidity,approx_altitude,absolute_humidity,createdAt,updatedAt
1664120,Sun Jan 14 2024 07:01:15 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.36,26.67,71.18,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664121,Sun Jan 14 2024 07:01:15 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.35,26.64,71.22,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664122,Sun Jan 14 2024 07:01:16 GMT+0700 (Western Indonesia Time),0.16,0,0,0,0,0,65414,78680,29,58.1,26.53,997.36,26.66,71.19,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664123,Sun Jan 14 2024 07:01:16 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.36,26.64,71.19,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664124,Sun Jan 14 2024 07:01:16 GMT+0700 (Western Indonesia Time),0,0,0,0,0,0,65414,78680,29,58.1,26.53,997.36,26.67,71.18,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664125,Sun Jan 14 2024 07:01:16 GMT+0700 (Western Indonesia Time),0,0,0,0,0,0,65414,78680,29,58.1,26.53,997.37,26.61,71.22,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664126,Sun Jan 14 2024 07:01:16 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.36,26.63,71.18,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664127,Sun Jan 14 2024 07:01:17 GMT+0700 (Western Indonesia Time),0,0,0,0,0,0,65414,78680,29,58.1,26.53,997.36,26.64,71.18,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664128,Sun Jan 14 2024 07:01:17 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.34,26.66,71.18,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664129,Sun Jan 14 2024 07:01:17 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.34,26.66,71.17,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664130,Sun Jan 14 2024 07:01:17 GMT+0700 (Western Indonesia Time),0,0,0,0,0,0,65414,78680,29,58.1,26.53,997.35,26.66,71.19,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664131,Sun Jan 14 2024 07:01:17 GMT+0700 (Western Indonesia Time),0.16,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.36,26.66,71.18,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664132,Sun Jan 14 2024 07:01:18 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.36,26.66,71.19,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664133,Sun Jan 14 2024 07:01:18 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.36,26.63,71.17,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664134,Sun Jan 14 2024 07:01:18 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.36,26.67,71.18,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664135,Sun Jan 14 2024 07:01:18 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.35,26.64,71.14,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664136,Sun Jan 14 2024 07:01:19 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.35,26.64,71.13,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664137,Sun Jan 14 2024 07:01:19 GMT+0700 (Western Indonesia Time),0,0,0,0,0,0,65414,78680,29,58.1,26.53,997.34,26.69,71.19,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664138,Sun Jan 14 2024 07:01:19 GMT+0700 (Western Indonesia Time),0,0,0,0,0,0,65414,78680,29,58.1,26.53,997.35,26.69,71.15,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664139,Sun Jan 14 2024 07:01:19 GMT+0700 (Western Indonesia Time),0.16,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.35,26.67,71.15,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
1664140,Sun Jan 14 2024 07:01:19 GMT+0700 (Western Indonesia Time),0,0,0,0,0.01,0,65414,78680,29,58.1,26.53,997.34,26.67,71.16,65414,0.12,Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time),Sun Jan 14 2024 07:31:06 GMT+0700 (Western Indonesia Time)
