timestamp,selatan,timur,utara,barat,bawah,atas,co2_concentration,ch4_concentration,dht_temperature,dht_humidity,bmp_temperature,bmp_pressure,sht31_temperature,sht31_humidity,heat_index,approx_altitude,absolute_humidity
2023-10-25 10:47:12:951,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1006.02,21.28,61.25,24.7,60.34,0.11
2023-10-25 10:47:13:201,0,0,0,0,0.32,0,65414,78680,24,50.3,21.12,1005.98,21.28,61.25,24.7,60.68,0.11
2023-10-25 10:47:13:451,0,0,0,0,0,0,65414,78680,24,50.3,21.11,1006,21.29,61.22,24.7,60.53,0.11
2023-10-25 10:47:13:701,0,0,0,0,0,0,65414,78680,24,50.2,21.12,1005.98,21.31,61.25,24.6,60.67,0.11
2023-10-25 10:47:13:951,0,0,0,0,0,0,65414,78680,24,50.2,21.12,1005.98,21.29,61.23,24.6,60.67,0.11
2023-10-25 10:47:14:201,0,0,0,0,0.32,0,65414,78680,24,50.2,21.12,1005.95,21.31,61.25,24.6,60.99,0.11
2023-10-25 10:47:14:451,0,0,0,0,0.32,0,65414,78680,24,50.2,21.12,1005.98,21.28,61.24,24.6,60.7,0.11
2023-10-25 10:47:14:701,0,0,0,0,0.32,0,65414,78680,24,50.2,21.12,1005.95,NaN,61.27,24.6,60.95,NaN
2023-10-25 10:47:14:951,0,0,0,0,0.32,0,65414,78680,24,50.2,21.12,1005.93,21.28,61.27,24.6,61.11,0.11
2023-10-25 10:47:15:202,0,0,0,0,0.32,0,65414,78680,24,50.2,21.12,1006.01,21.29,61.25,24.6,60.45,0.11
2023-10-25 10:47:15:452,0,0,0,0,0.32,0,65414,78680,24,50.2,21.12,1005.99,21.29,61.25,24.6,60.65,0.11
2023-10-25 10:47:15:827,0,0,0,0,0.32,0,65414,78680,24,50.3,21.12,1006.02,21.31,61.26,24.6,60.34,0.11
2023-10-25 10:47:16:78,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1005.97,21.29,61.27,24.6,60.82,0.11
2023-10-25 10:47:16:328,0,0,0,0,0.32,0,65414,78680,24,50.3,21.12,1005.99,21.31,61.28,24.6,60.59,0.11
2023-10-25 10:47:16:578,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1005.97,21.32,61.26,24.6,60.8,0.11
2023-10-25 10:47:16:828,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1005.99,21.31,61.29,24.6,60.6,0.11
2023-10-25 10:47:17:78,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1005.98,21.31,61.26,24.6,60.72,0.11
2023-10-25 10:47:17:329,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1006.02,21.31,61.27,24.6,60.41,0.11
2023-10-25 10:47:17:579,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1006.03,NaN,61.25,24.6,60.3,NaN
2023-10-25 10:47:17:829,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1005.98,21.32,NaN,24.6,60.72,NaN
2023-10-25 10:47:18:79,0,0,0,0,0.32,0,65414,78680,24,50.3,21.13,1005.96,21.32,61.25,24.6,60.84,0.11
2023-10-25 10:47:18:454,0,0,0,0,0,0,65414,78680,24,50.3,21.14,1006.01,21.29,61.25,24.6,60.45,0.11
2023-10-25 10:47:18:704,0,0,0,0,0.32,0,65414,78680,24,50.3,21.14,1005.98,21.32,61.25,24.6,60.7,0.11
2023-10-25 10:47:18:956,0,0,0,0,0.32,0,65414,78680,24,50.3,21.13,1006.03,21.31,61.27,24.6,60.32,0.11
2023-10-25 10:47:19:205,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1005.98,21.32,61.24,24.6,60.67,0.11
2023-10-25 10:47:19:455,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1005.97,21.29,61.27,24.6,60.78,0.11
2023-10-25 10:47:19:706,0,0,0,0,0.32,0,65414,78680,24,50.3,21.13,1005.98,21.32,61.23,24.6,60.73,0.11
2023-10-25 10:47:19:955,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1005.99,21.31,61.24,24.6,60.64,0.11
2023-10-25 10:47:20:205,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1005.99,21.29,61.25,24.6,60.64,0.11
2023-10-25 10:47:20:456,0,0,0,0,0.32,0,65414,78680,24,50.3,21.13,1006.02,21.29,61.24,24.6,60.39,0.11
2023-10-25 10:47:20:706,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1006.01,21.31,61.24,24.6,60.43,0.11
2023-10-25 10:47:20:956,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1005.94,21.29,61.26,24.6,61.02,0.11
2023-10-25 10:47:21:331,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1005.99,21.28,61.3,24.6,60.63,0.11
2023-10-25 10:47:21:581,0,0,0,0,0,0,65414,78680,24,50.3,21.13,1006,NaN,61.29,24.6,60.51,NaN
2023-10-25 10:47:21:831,0,0,0,0,0.32,0,65414,78680,24,50.3,21.12,1005.97,21.29,61.27,24.6,60.79,0.11
2023-10-25 10:47:22:81,0,0,0,0,0.32,0,65414,78680,24,50.3,21.13,1005.99,21.27,61.27,24.6,60.64,0.11
2023-10-25 10:47:22:332,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1006,21.28,61.27,24.6,60.54,0.11
2023-10-25 10:47:22:584,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1005.98,21.29,61.3,24.6,60.71,0.11
2023-10-25 10:47:22:832,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1005.99,21.28,61.3,24.6,60.66,0.11
2023-10-25 10:47:23:83,0,0,0,0,0.32,0,65414,78680,24,50.3,21.12,1005.96,21.27,61.27,24.6,60.87,0.11
2023-10-25 10:47:23:333,0,0,0,0,0.32,0,65414,78680,24,50.3,21.12,1005.98,21.28,61.28,24.6,60.75,0.11
2023-10-25 10:47:23:584,0,0,0,0,0,0,65414,78680,24,50.3,21.12,1005.99,21.27,61.31,24.6,60.66,0.11
2023-10-25 10:47:23:835,0,0,0,0,0.32,0,65414,78680,24,50.3,21.12,1005.98,21.27,61.34,24.6,60.68,0.11
2023-10-25 10:47:24:211,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1006,21.27,61.33,24.6,60.54,0.11
2023-10-25 10:47:24:461,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.99,21.27,61.33,24.6,60.63,0.11
2023-10-25 10:47:24:712,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.97,21.27,61.35,24.6,60.76,0.11
2023-10-25 10:47:24:963,0,0,0,0,0.32,0,65414,78680,24,50.4,21.13,1005.98,21.27,61.36,24.6,60.73,0.11
2023-10-25 10:47:25:214,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.99,21.28,61.38,24.6,60.63,0.11
2023-10-25 10:47:25:464,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.98,NaN,61.33,24.6,60.67,NaN
2023-10-25 10:47:25:714,0,0,0,0,0.32,0,65414,78680,24,50.4,21.12,1005.97,21.27,61.4,24.6,60.75,0.11
2023-10-25 10:47:25:964,0,0,0,0,0.32,0,65414,78680,24,50.4,21.12,1005.98,21.25,61.4,24.6,60.72,0.11
2023-10-25 10:47:26:215,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1006.02,21.28,61.39,24.6,60.37,0.11
2023-10-25 10:47:26:464,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.94,21.28,61.38,24.6,61.04,0.11
2023-10-25 10:47:26:839,0,0,0,0,0.32,0,65414,78680,24,50.4,21.12,1005.96,21.28,61.4,24.6,60.86,0.11
2023-10-25 10:47:27:90,0,0,0,0,0.32,0,65414,78680,24,50.4,21.12,1005.96,21.25,61.4,24.6,60.88,0.11
2023-10-25 10:47:27:340,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1006,21.27,61.41,24.6,60.54,0.11
2023-10-25 10:47:27:590,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.98,21.25,61.44,24.6,60.71,0.11
2023-10-25 10:47:27:840,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.99,21.27,61.4,24.6,60.61,0.11
2023-10-25 10:47:28:91,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.95,21.25,61.45,24.6,60.99,0.11
2023-10-25 10:47:28:341,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1006,21.27,61.44,24.6,60.57,0.11
2023-10-25 10:47:28:591,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.99,21.28,61.43,24.6,60.65,0.11
2023-10-25 10:47:28:842,0,0,0,0,0.32,0,65414,78680,24,50.4,21.12,1006.01,NaN,61.44,24.6,60.47,NaN
2023-10-25 10:47:29:91,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.98,21.27,61.46,24.6,60.67,0.11
2023-10-25 10:47:29:341,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.98,21.27,61.45,24.6,60.67,0.11
2023-10-25 10:47:29:716,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.98,21.27,61.47,24.6,60.67,0.11
2023-10-25 10:47:29:966,0,0,0,0,0.32,0,65414,78680,24,50.4,21.12,1005.96,NaN,61.49,24.6,60.86,NaN
2023-10-25 10:47:30:216,0,0,0,0,0,0,65414,78680,24,50.4,21.12,1005.96,21.24,61.46,24.6,60.89,0.11
2023-10-25 10:47:30:466,0,0,0,0,0,0,65414,78680,24,50.5,21.12,1005.95,NaN,61.45,24.5,61,NaN
2023-10-25 10:47:30:717,0,0,0,0,0.32,0,65414,78680,24,50.5,21.12,1005.96,NaN,61.45,24.5,60.88,NaN
2023-10-25 10:47:30:967,0,0,0,0,0.32,0,65414,78680,24,50.5,21.11,1005.97,21.27,61.51,24.5,60.8,0.11
2023-10-25 10:47:31:217,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1005.99,21.25,61.48,24.5,60.6,0.11
2023-10-25 10:47:31:467,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1005.97,21.24,NaN,24.5,60.82,NaN
2023-10-25 10:47:31:844,0,0,0,0,0,0,65414,78680,24,50.5,21.11,1005.95,21.24,61.52,24.5,60.94,0.11
2023-10-25 10:47:32:94,0,0,0,0,0,0,65414,78680,24,50.5,21.11,1005.97,21.24,61.48,24.5,60.8,0.11
2023-10-25 10:47:32:344,0,0,0,0,0,0,65414,78680,24,50.5,21.11,1005.99,21.24,61.51,24.5,60.63,0.11
2023-10-25 10:47:32:594,0,0,0,0,0,0,65414,78680,24,50.5,21.11,1005.97,21.22,61.52,24.5,60.8,0.11
2023-10-25 10:47:32:845,0,0,0,0,0,0,65414,78680,24,50.5,21.11,1005.97,21.22,61.54,24.5,60.76,0.11
2023-10-25 10:47:33:95,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1006.03,NaN,61.49,24.5,60.3,NaN
2023-10-25 10:47:33:346,0,0,0,0,0.32,0,65414,78680,24,50.5,21.1,1006.01,21.19,NaN,24.5,60.48,NaN
2023-10-25 10:47:33:596,0,0,0,0,0.32,0,65414,78680,24,50.5,21.1,1006.05,21.24,61.51,24.5,60.16,0.11
2023-10-25 10:47:33:846,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1006.01,21.22,61.49,24.5,60.44,0.11
2023-10-25 10:47:34:96,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1005.99,21.25,61.52,24.5,60.6,0.11
2023-10-25 10:47:34:471,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1006.02,21.22,61.51,24.5,60.41,0.11
2023-10-25 10:47:34:721,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1005.93,21.24,61.5,24.5,61.1,0.11
2023-10-25 10:47:34:972,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1006,21.24,61.52,24.5,60.52,0.11
2023-10-25 10:47:35:222,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1005.98,21.22,61.57,24.5,60.74,0.11
2023-10-25 10:47:35:472,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1006.04,21.22,61.53,24.5,60.18,0.11
2023-10-25 10:47:35:723,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1005.94,21.22,NaN,24.5,61.04,NaN
2023-10-25 10:47:35:973,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1006.01,21.24,61.56,24.5,60.46,0.11
2023-10-25 10:47:36:223,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1005.96,21.22,61.56,24.5,60.86,0.11
2023-10-25 10:47:36:473,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1006.01,21.21,61.54,24.5,60.46,0.11
2023-10-25 10:47:36:723,0,0,0,0,0.32,0,65414,78680,24,50.5,21.1,1006.03,21.25,61.57,24.5,60.32,0.11
2023-10-25 10:47:37:98,0,0,0,0,0.32,0,65414,78680,24,50.5,21.1,1006.03,21.22,61.59,24.5,60.27,0.11
2023-10-25 10:47:37:349,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.99,21.24,61.57,24.5,60.65,0.11
2023-10-25 10:47:37:599,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1006.02,NaN,61.58,24.5,60.4,NaN
2023-10-25 10:47:37:849,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1006.01,21.24,61.57,24.5,60.42,0.11
2023-10-25 10:47:38:99,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.97,21.22,61.59,24.5,60.77,0.11
2023-10-25 10:47:38:350,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.99,21.24,61.61,24.5,60.66,0.11
2023-10-25 10:47:38:599,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.99,21.22,61.6,24.5,60.58,0.11
2023-10-25 10:47:38:850,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1006.02,NaN,61.58,24.5,60.35,NaN
2023-10-25 10:47:39:100,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.98,21.21,61.63,24.5,60.72,0.11
2023-10-25 10:47:39:476,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.96,21.22,61.61,24.5,60.87,0.11
2023-10-25 10:47:39:726,0,0,0,0,0,0,65414,78680,24,50.5,21.1,1005.99,21.22,61.65,24.5,60.64,0.11
2023-10-25 10:47:39:976,0,0,0,0,0.32,0,65414,78680,24,50.5,21.09,1005.99,21.22,61.63,24.5,60.63,0.11
2023-10-25 10:47:40:227,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.97,21.22,61.61,24.5,60.79,0.11
2023-10-25 10:47:40:476,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.99,21.21,61.6,24.5,60.62,0.11
2023-10-25 10:47:40:726,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.96,21.22,61.62,24.5,60.9,0.11
2023-10-25 10:47:40:976,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.96,21.22,61.64,24.5,60.83,0.11
2023-10-25 10:47:41:226,0,0,0,0,0.32,0,65414,78680,24,50.5,21.09,1005.99,21.22,61.6,24.5,60.63,0.11
2023-10-25 10:47:41:476,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1006,21.21,61.63,24.5,60.57,0.11
2023-10-25 10:47:41:730,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.94,21.22,61.64,24.5,61.03,0.11
2023-10-25 10:47:41:980,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.96,21.21,NaN,24.5,60.91,NaN
2023-10-25 10:47:42:230,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.98,21.22,61.66,24.5,60.7,0.11
2023-10-25 10:47:42:605,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.98,21.21,61.67,24.5,60.74,0.11
2023-10-25 10:47:42:856,0,0,0,0,0,0,65414,78680,24,50.5,21.09,1005.95,NaN,61.63,24.5,60.94,NaN
2023-10-25 10:47:43:106,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.97,21.22,NaN,24.5,60.76,NaN
2023-10-25 10:47:43:357,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006,NaN,61.63,24.5,60.53,NaN
2023-10-25 10:47:43:607,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.98,21.22,61.65,24.5,60.67,0.11
2023-10-25 10:47:43:857,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.97,21.22,61.66,24.5,60.8,0.11
2023-10-25 10:47:44:108,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.99,21.21,61.65,24.5,60.63,0.11
2023-10-25 10:47:44:358,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006.01,21.21,61.65,24.5,60.45,0.11
2023-10-25 10:47:44:608,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.99,21.21,61.63,24.5,60.62,0.11
2023-10-25 10:47:44:858,0,0,0,0,0.32,0,65414,78680,24,50.6,21.09,1005.99,21.19,61.64,24.5,60.6,0.11
2023-10-25 10:47:45:108,0,0,0,0,0.32,0,65414,78680,24,50.6,21.09,1005.98,21.24,61.62,24.4,60.69,0.11
2023-10-25 10:47:45:484,0,0,0,0,0.32,0,65414,78680,24,50.6,21.09,1005.98,21.21,61.69,24.4,60.67,0.11
2023-10-25 10:47:45:734,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006.03,21.21,61.66,24.4,60.27,0.11
2023-10-25 10:47:45:985,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006.02,NaN,61.63,24.4,60.38,NaN
2023-10-25 10:47:46:236,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.98,21.21,61.67,24.4,60.67,0.11
2023-10-25 10:47:46:487,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.98,21.21,61.6,24.4,60.69,0.11
2023-10-25 10:47:46:737,0,0,0,0,0.32,0,65414,78680,24,50.6,21.09,1005.99,NaN,61.62,24.4,60.61,NaN
2023-10-25 10:47:46:988,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006,NaN,61.63,24.4,60.5,NaN
2023-10-25 10:47:47:238,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006.02,21.22,61.65,24.4,60.34,0.11
2023-10-25 10:47:47:488,0,0,0,0,0.32,0,65414,78680,24,50.6,21.09,1006.03,21.21,NaN,24.4,60.3,NaN
2023-10-25 10:47:47:863,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.98,NaN,61.62,24.4,60.7,NaN
2023-10-25 10:47:48:113,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.97,21.19,61.64,24.4,60.75,0.11
2023-10-25 10:47:48:363,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006,NaN,61.63,24.4,60.55,NaN
2023-10-25 10:47:48:613,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.99,21.19,NaN,24.4,60.62,NaN
2023-10-25 10:47:48:863,0,0,0,0,0.32,0,65414,78680,24,50.6,21.09,1006.02,21.17,61.66,24.4,60.34,0.11
2023-10-25 10:47:49:113,0,0,0,0,0,0,65414,78680,24,50.6,21.08,1006.02,21.21,61.65,24.4,60.36,0.11
2023-10-25 10:47:49:364,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006.03,21.18,NaN,24.4,60.26,NaN
2023-10-25 10:47:49:615,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006.02,21.19,61.67,24.4,60.39,0.11
2023-10-25 10:47:49:865,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.95,21.19,61.65,24.4,60.94,0.11
2023-10-25 10:47:50:115,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006.01,21.19,61.63,24.4,60.46,0.11
2023-10-25 10:47:50:365,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006,21.18,61.66,24.4,60.56,0.11
2023-10-25 10:47:50:615,0,0,0,0,0.32,0,65414,78680,24,50.6,21.09,1005.99,21.19,61.63,24.4,60.66,0.11
2023-10-25 10:47:50:990,0,0,0,0,0,0,65414,78680,24,50.6,21.08,1005.99,21.18,61.66,24.4,60.63,0.11
2023-10-25 10:47:51:241,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1005.97,21.18,61.65,24.4,60.82,0.11
2023-10-25 10:47:51:490,0,0,0,0,0,0,65414,78680,24,50.6,21.08,1006.02,21.17,61.65,24.4,60.35,0.11
2023-10-25 10:47:51:740,0,0,0,0,0,0,65414,78680,24,50.6,21.09,1006.02,21.18,61.61,24.4,60.4,0.11
2023-10-25 10:47:51:991,0,0,0,0,0.32,0,65414,78680,24,50.6,21.08,1005.99,21.19,61.68,24.4,60.63,0.11
2023-10-25 10:47:52:241,0,0,0,0,0,0,65414,78680,24,50.6,21.08,1005.96,21.15,61.65,24.4,60.83,0.11
2023-10-25 10:47:52:492,0,0,0,0,0,0,65414,78680,24,50.6,21.08,1005.97,21.19,61.69,24.4,60.81,0.11
2023-10-25 10:47:52:743,0,0,0,0,0,0,65414,78680,24,50.6,21.08,1005.97,21.17,61.65,24.4,60.77,0.11
2023-10-25 10:47:52:993,0,0,0,0,0,0,65414,78680,24,50.6,21.08,1005.99,21.19,61.65,24.4,60.59,0.11
2023-10-25 10:47:53:243,0,0,0,0,0,0,65414,78680,24,50.6,21.08,1005.99,21.18,61.66,24.4,60.65,0.11
2023-10-25 10:47:53:493,0,0,0,0,0,0,65414,78680,24,50.7,21.08,1006,21.19,61.67,24.4,60.58,0.11
2023-10-25 10:47:53:870,0,0,0,0,0.32,0,65414,78680,24,50.7,21.08,1006,21.18,61.67,24.4,60.5,0.11
2023-10-25 10:47:54:121,0,0,0,0,0,0,65414,78680,24,50.7,21.07,1006.01,21.15,61.64,24.4,60.46,0.11
2023-10-25 10:47:54:370,0,0,0,0,0,0,65414,78680,24,50.7,21.08,1006.03,21.17,61.65,24.4,60.27,0.11
2023-10-25 10:47:54:621,0,0,0,0,0.32,0,65414,78680,24,50.7,21.07,1005.97,21.14,61.66,24.4,60.83,0.11
2023-10-25 10:47:54:871,0,0,0,0,0,0,65414,78680,24,50.7,21.08,1006.04,21.17,61.68,24.4,60.24,0.11
2023-10-25 10:47:55:120,0,0,0,0,0.32,0,65414,78680,24,50.7,21.07,1005.98,21.17,61.67,24.4,60.7,0.11
2023-10-25 10:47:55:370,0,0,0,0,0.32,0,65414,78680,24,50.7,21.07,1006.06,21.15,61.7,24.4,60.05,0.11
2023-10-25 10:47:55:620,0,0,0,0,0,0,65414,78680,24,50.7,21.08,1005.99,21.17,61.67,24.4,60.6,0.11
2023-10-25 10:47:55:871,0,0,0,0,0,0,65414,78680,24,50.7,21.07,1006.02,21.17,61.69,24.4,60.41,0.11
2023-10-25 10:47:56:121,0,0,0,0,0,0,65414,78680,24,50.7,21.07,1006.01,21.17,61.7,24.4,60.44,0.11
2023-10-25 10:47:56:371,0,0,0,0,0.32,0,65414,78680,24,50.7,21.07,1006,21.15,61.7,24.4,60.53,0.11
2023-10-25 10:47:56:746,0,0,0,0,0.32,0,65414,78680,24,50.7,21.07,1006,21.15,61.71,24.4,60.55,0.11
2023-10-25 10:47:56:997,0,0,0,0,0.32,0,65414,78680,24,50.7,21.07,1006,21.18,61.74,24.4,60.53,0.11
2023-10-25 10:47:57:248,0,0,0,0,0,0,65414,78680,24,50.7,21.07,1006.02,21.15,61.73,24.4,60.35,0.11
2023-10-25 10:47:57:499,0,0,0,0,0.32,0,65414,78680,24,50.7,21.07,1005.98,21.15,61.74,24.4,60.67,0.11
2023-10-25 10:47:57:750,0,0,0,0,0,0,65414,78680,24,50.7,21.07,1006,21.15,61.76,24.4,60.55,0.11
2023-10-25 10:47:57:999,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1005.98,21.15,61.74,24.4,60.73,0.11
2023-10-25 10:47:58:249,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1006,21.14,NaN,24.4,60.56,NaN
2023-10-25 10:47:58:499,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1005.99,21.14,61.75,24.4,60.64,0.11
2023-10-25 10:47:58:751,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1006,21.15,61.76,24.4,60.53,0.11
2023-10-25 10:47:59:2,0,0,0,0,0.32,0,65414,78680,24,50.7,21.06,1005.99,21.14,61.77,24.4,60.59,0.11
2023-10-25 10:47:59:376,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1006.05,21.14,61.78,24.4,60.14,0.11
2023-10-25 10:47:59:627,0,0,0,0,0,0,65414,78680,24,50.7,21.07,1005.98,21.12,61.77,24.4,60.72,0.11
2023-10-25 10:47:59:877,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1006.01,21.14,61.78,24.4,60.42,0.11
2023-10-25 10:48:0:127,0,0,0,0,0.32,0,65414,78680,24,50.7,21.06,1005.94,21.12,61.79,24.4,61.02,0.11
2023-10-25 10:48:0:377,0,0,0,0,0.32,0,65414,78680,24,50.7,21.06,1006.02,21.11,61.81,24.4,60.36,0.11
2023-10-25 10:48:0:630,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1005.96,21.12,61.75,24.4,60.89,0.11
2023-10-25 10:48:0:880,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1005.97,21.12,61.8,24.4,60.75,0.11
2023-10-25 10:48:1:130,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1005.97,21.11,61.76,24.4,60.81,0.11
2023-10-25 10:48:1:380,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1006.01,NaN,61.79,24.4,60.44,NaN
2023-10-25 10:48:1:631,0,0,0,0,0.32,0,65414,78680,24,50.7,21.06,1006.02,21.12,61.8,24.4,60.4,0.11
2023-10-25 10:48:1:881,0,0,0,0,0,0,65414,78680,24,50.7,21.05,1006,21.12,61.76,24.4,60.54,0.11
2023-10-25 10:48:2:133,0,0,0,0,0.32,0,65414,78680,24,50.7,21.05,1006.04,21.12,61.8,24.4,60.21,0.11
2023-10-25 10:48:2:509,0,0,0,0,0.32,0,65414,78680,24,50.7,21.05,1006,21.12,61.78,24.4,60.57,0.11
2023-10-25 10:48:2:758,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1005.97,21.11,61.81,24.4,60.82,0.11
2023-10-25 10:48:3:8,0,0,0,0,0,0,65414,78680,24,50.7,21.06,1005.99,21.12,61.78,24.4,60.63,0.11
2023-10-25 10:48:3:259,0,0,0,0,0.32,0,65414,78680,24,50.7,21.05,1005.95,21.12,61.81,24.4,60.95,0.11
2023-10-25 10:48:3:509,0,0,0,0,0,0,65414,78680,24,50.7,21.05,1006.01,21.11,61.81,24.4,60.46,0.11
2023-10-25 10:48:3:760,0,0,0,0,0,0,65414,78680,24,50.7,21.05,1006.03,21.12,NaN,24.4,60.28,NaN
2023-10-25 10:48:4:10,0,0,0,0,0.32,0,65414,78680,24,50.7,21.05,1005.97,21.12,61.81,24.4,60.82,0.11
2023-10-25 10:48:4:260,0,0,0,0,0,0,65414,78680,24,50.7,21.05,1006.01,21.11,61.8,24.4,60.47,0.11
2023-10-25 10:48:4:510,0,0,0,0,0,0,65414,78680,24,50.7,21.05,1005.96,21.08,61.84,24.4,60.9,0.11
2023-10-25 10:48:4:760,0,0,0,0,0,0,65414,78680,24,50.7,21.05,1006.01,21.11,61.8,24.4,60.48,0.11
2023-10-25 10:48:5:11,0,0,0,0,0.32,0,65414,78680,24,50.7,21.04,1005.95,21.11,61.84,24.4,60.94,0.11
2023-10-25 10:48:5:387,0,0,0,0,0,0,65414,78680,24,50.7,21.05,1005.99,21.08,61.81,24.4,60.6,0.11
2023-10-25 10:48:5:637,0,0,0,0,0,0,65414,78680,24,50.7,21.05,1005.99,21.1,61.8,24.4,60.6,0.11
2023-10-25 10:48:5:888,0,0,0,0,0,0,65414,78680,24,50.7,21.04,1006.05,21.1,61.84,24.4,60.13,0.11
